,PRICE TYPE,DATE,PERIOD,PRICE ($/MWh),DEMAND (MW)
916,USEP,20 Apr 2005,5,87.88,3581.799
917,USEP,20 Apr 2005,6,85.96,3545.394
918,USEP,20 Apr 2005,7,85.95,3512.478
919,USEP,20 Apr 2005,8,85.83,3492.653
920,USEP,20 Apr 2005,9,85.79,3468.359
921,USEP,20 Apr 2005,10,85.79,3475.526
922,USEP,20 Apr 2005,11,85.96,3523.059
923,USEP,20 Apr 2005,12,87.89,3603.747
924,USEP,20 Apr 2005,13,88.86,3676.115
925,USEP,20 Apr 2005,14,88.94,3722.232
926,USEP,20 Apr 2005,15,85.79,3875.73
927,USEP,20 Apr 2005,16,88.18,4140.939
928,USEP,20 Apr 2005,17,92.88,4438.946
929,USEP,20 Apr 2005,18,88.68,4657.899
930,USEP,20 Apr 2005,19,89.23,4772.741
931,USEP,20 Apr 2005,20,90.86,4824.637
932,USEP,20 Apr 2005,21,91.31,4883.244
933,USEP,20 Apr 2005,22,95.77,4938.495
934,USEP,20 Apr 2005,23,95.88,4970.373
935,USEP,20 Apr 2005,24,93.45,4936.095
936,USEP,20 Apr 2005,25,93.32,4893.979
937,USEP,20 Apr 2005,26,93.38,4910.305
938,USEP,20 Apr 2005,27,95.87,4972.719
939,USEP,20 Apr 2005,28,194.44,5011.296
940,USEP,20 Apr 2005,29,201.16,5032.9
941,USEP,20 Apr 2005,30,201.06,5024.536
942,USEP,20 Apr 2005,31,200.14,5015.505
943,USEP,20 Apr 2005,32,192.31,5001.808
944,USEP,20 Apr 2005,33,120.14,4951.303
945,USEP,20 Apr 2005,34,186.88,4945.408
946,USEP,20 Apr 2005,35,93.41,4888.398
947,USEP,20 Apr 2005,36,91.95,4778.367
948,USEP,20 Apr 2005,37,88.87,4678.793
949,USEP,20 Apr 2005,38,88.86,4667.769
950,USEP,20 Apr 2005,39,88.86,4684.916
951,USEP,20 Apr 2005,40,87.79,4644.5
952,USEP,20 Apr 2005,41,91.97,4589.387
953,USEP,20 Apr 2005,42,92.78,4542.843
954,USEP,20 Apr 2005,43,93.0,4478.706
955,USEP,20 Apr 2005,44,89.29,4389.593
956,USEP,20 Apr 2005,45,88.86,4282.053
957,USEP,20 Apr 2005,46,88.31,4186.027
958,USEP,20 Apr 2005,47,86.12,4069.958
959,USEP,20 Apr 2005,48,84.77,3913.179
960,USEP,21 Apr 2005,1,88.95,3755.158
961,USEP,21 Apr 2005,2,88.85,3680.534
962,USEP,21 Apr 2005,3,89.27,3713.405
963,USEP,21 Apr 2005,4,87.89,3648.482
964,USEP,21 Apr 2005,5,87.11,3615.541
965,USEP,21 Apr 2005,6,83.78,3570.011
966,USEP,21 Apr 2005,7,83.12,3534.604
967,USEP,21 Apr 2005,8,83.02,3504.148
968,USEP,21 Apr 2005,9,82.87,3495.157
969,USEP,21 Apr 2005,10,82.98,3511.514
970,USEP,21 Apr 2005,11,83.77,3559.842
971,USEP,21 Apr 2005,12,86.87,3656.707
972,USEP,21 Apr 2005,13,87.93,3741.62
973,USEP,21 Apr 2005,14,87.96,3791.573
974,USEP,21 Apr 2005,15,83.74,3924.565
975,USEP,21 Apr 2005,16,85.1,4184.278
976,USEP,21 Apr 2005,17,88.72,4457.712
977,USEP,21 Apr 2005,18,90.81,4691.486
978,USEP,21 Apr 2005,19,93.36,4817.814
979,USEP,21 Apr 2005,20,95.38,4944.201
980,USEP,21 Apr 2005,21,95.39,4972.758
981,USEP,21 Apr 2005,22,96.47,5013.507
982,USEP,21 Apr 2005,23,93.02,4976.113
983,USEP,21 Apr 2005,24,91.3,4949.529
984,USEP,21 Apr 2005,25,90.48,4928.719
985,USEP,21 Apr 2005,26,91.3,4954.31
986,USEP,21 Apr 2005,27,93.35,4995.531
987,USEP,21 Apr 2005,28,101.42,5040.256
988,USEP,21 Apr 2005,29,104.15,5054.778
989,USEP,21 Apr 2005,30,101.88,5041.931
990,USEP,21 Apr 2005,31,95.48,5036.459
991,USEP,21 Apr 2005,32,101.91,5039.858
992,USEP,21 Apr 2005,33,103.83,5016.584
993,USEP,21 Apr 2005,34,92.84,4963.077
994,USEP,21 Apr 2005,35,90.94,4896.866
995,USEP,21 Apr 2005,36,90.53,4747.076
996,USEP,21 Apr 2005,37,88.7,4635.986
997,USEP,21 Apr 2005,38,89.79,4641.006
998,USEP,21 Apr 2005,39,91.02,4649.4
999,USEP,21 Apr 2005,40,90.98,4629.063
1000,USEP,21 Apr 2005,41,94.0,4573.926
1001,USEP,21 Apr 2005,42,92.75,4517.924
1002,USEP,21 Apr 2005,43,92.76,4445.874
1003,USEP,21 Apr 2005,44,89.77,4356.429
1004,USEP,21 Apr 2005,45,84.94,4256.561
1005,USEP,21 Apr 2005,46,85.19,4161.52
1006,USEP,21 Apr 2005,47,85.16,4063.124
1007,USEP,21 Apr 2005,48,82.95,3941.185
1008,USEP,22 Apr 2005,1,91.41,3837.223
1009,USEP,22 Apr 2005,2,89.29,3758.12
1010,USEP,22 Apr 2005,3,88.9,3713.842
1011,USEP,22 Apr 2005,4,85.82,3642.722
1012,USEP,22 Apr 2005,5,83.03,3600.869
1013,USEP,22 Apr 2005,6,82.13,3568.038
1014,USEP,22 Apr 2005,7,80.79,3531.438
1015,USEP,22 Apr 2005,8,80.78,3509.476
1016,USEP,22 Apr 2005,9,80.77,3505.232
1017,USEP,22 Apr 2005,10,80.78,3513.01
1018,USEP,22 Apr 2005,11,80.79,3548.819
1019,USEP,22 Apr 2005,12,85.81,3650.062
1020,USEP,22 Apr 2005,13,89.28,3759.01
1021,USEP,22 Apr 2005,14,90.98,3815.951
1022,USEP,22 Apr 2005,15,82.03,3943.422
1023,USEP,22 Apr 2005,16,86.13,4211.841
1024,USEP,22 Apr 2005,17,91.23,4503.6
1025,USEP,22 Apr 2005,18,88.35,4653.103
1026,USEP,22 Apr 2005,19,88.78,4805.995
1027,USEP,22 Apr 2005,20,89.12,4893.184
1028,USEP,22 Apr 2005,21,96.61,4961.387
1029,USEP,22 Apr 2005,22,100.62,5027.448
1030,USEP,22 Apr 2005,23,99.65,5022.25
1031,USEP,22 Apr 2005,24,96.83,4981.53
1032,USEP,22 Apr 2005,25,94.33,4930.802
1033,USEP,22 Apr 2005,26,95.59,4941.845
1034,USEP,22 Apr 2005,27,139.01,4984.214
1035,USEP,22 Apr 2005,28,130.43,5019.71
1036,USEP,22 Apr 2005,29,118.06,5032.364
1037,USEP,22 Apr 2005,30,94.94,5029.859
1038,USEP,22 Apr 2005,31,101.05,5036.807
1039,USEP,22 Apr 2005,32,142.96,5063.287
1040,USEP,22 Apr 2005,33,89.81,5044.242
1041,USEP,22 Apr 2005,34,88.82,5012.871
1042,USEP,22 Apr 2005,35,87.38,4930.568
1043,USEP,22 Apr 2005,36,88.39,4776.061
1044,USEP,22 Apr 2005,37,85.52,4671.835
1045,USEP,22 Apr 2005,38,88.74,4680.806
1046,USEP,22 Apr 2005,39,88.75,4686.785
1047,USEP,22 Apr 2005,40,88.74,4635.151
1048,USEP,22 Apr 2005,41,91.03,4575.934
1049,USEP,22 Apr 2005,42,89.99,4480.311
1050,USEP,22 Apr 2005,43,94.03,4385.617
1051,USEP,22 Apr 2005,44,93.92,4283.444
1052,USEP,22 Apr 2005,45,89.87,4225.221
1053,USEP,22 Apr 2005,46,93.61,4158.3
1054,USEP,22 Apr 2005,47,93.69,4082.82
1055,USEP,22 Apr 2005,48,86.1,3984.479
1056,USEP,23 Apr 2005,1,130.4,3930.947
1057,USEP,23 Apr 2005,2,116.01,3861.481
1058,USEP,23 Apr 2005,3,110.18,3798.904
1059,USEP,23 Apr 2005,4,98.12,3725.09
1060,USEP,23 Apr 2005,5,90.52,3670.042
1061,USEP,23 Apr 2005,6,90.23,3615.605
1062,USEP,23 Apr 2005,7,88.87,3567.098
1063,USEP,23 Apr 2005,8,88.19,3533.973
1064,USEP,23 Apr 2005,9,88.18,3525.067
1065,USEP,23 Apr 2005,10,88.2,3527.547
1066,USEP,23 Apr 2005,11,88.21,3548.918
1067,USEP,23 Apr 2005,12,90.22,3594.423
1068,USEP,23 Apr 2005,13,90.33,3638.259
1069,USEP,23 Apr 2005,14,90.33,3658.621
1070,USEP,23 Apr 2005,15,88.37,3701.954
1071,USEP,23 Apr 2005,16,93.85,3880.467
1072,USEP,23 Apr 2005,17,107.93,4111.124
1073,USEP,23 Apr 2005,18,125.92,4273.161
1074,USEP,23 Apr 2005,19,314.98,4381.383
1075,USEP,23 Apr 2005,20,147.14,4468.199
1076,USEP,23 Apr 2005,21,303.84,4549.354
1077,USEP,23 Apr 2005,22,275.0,4571.997
1078,USEP,23 Apr 2005,23,446.33,4565.492
1079,USEP,23 Apr 2005,24,428.76,4556.74
1080,USEP,23 Apr 2005,25,100.78,4487.214
1081,USEP,23 Apr 2005,26,96.78,4386.497
1082,USEP,23 Apr 2005,27,96.77,4328.363
1083,USEP,23 Apr 2005,28,96.77,4307.022
1084,USEP,23 Apr 2005,29,96.77,4293.946
1085,USEP,23 Apr 2005,30,94.75,4275.795
1086,USEP,23 Apr 2005,31,94.76,4302.469
1087,USEP,23 Apr 2005,32,92.74,4290.387
1088,USEP,23 Apr 2005,33,86.85,4228.685
1089,USEP,23 Apr 2005,34,82.79,4179.666
1090,USEP,23 Apr 2005,35,81.74,4126.571
1091,USEP,23 Apr 2005,36,81.06,4065.385
1092,USEP,23 Apr 2005,37,81.03,4049.273
1093,USEP,23 Apr 2005,38,81.78,4173.717
1094,USEP,23 Apr 2005,39,84.2,4246.105
1095,USEP,23 Apr 2005,40,84.22,4252.436
1096,USEP,23 Apr 2005,41,87.86,4237.685
1097,USEP,23 Apr 2005,42,95.43,4230.991
1098,USEP,23 Apr 2005,43,94.76,4207.811
1099,USEP,23 Apr 2005,44,90.89,4155.183
1100,USEP,23 Apr 2005,45,90.48,4082.254
1101,USEP,23 Apr 2005,46,86.9,4047.32
1102,USEP,23 Apr 2005,47,86.22,4002.341
1103,USEP,23 Apr 2005,48,84.14,3915.883
1104,USEP,24 Apr 2005,1,90.95,3828.863
1105,USEP,24 Apr 2005,2,93.92,3772.553
1106,USEP,24 Apr 2005,3,91.28,3744.254
1107,USEP,24 Apr 2005,4,90.88,3711.154
1108,USEP,24 Apr 2005,5,87.2,3660.211
1109,USEP,24 Apr 2005,6,85.11,3598.852
1110,USEP,24 Apr 2005,7,83.7,3565.433
1111,USEP,24 Apr 2005,8,82.91,3533.605
1112,USEP,24 Apr 2005,9,82.8,3519.486
1113,USEP,24 Apr 2005,10,82.16,3506.743
1114,USEP,24 Apr 2005,11,82.16,3501.782
1115,USEP,24 Apr 2005,12,82.9,3538.585
1116,USEP,24 Apr 2005,13,89.21,3562.272
1117,USEP,24 Apr 2005,14,94.42,3535.419
1118,USEP,24 Apr 2005,15,87.25,3497.523
1119,USEP,24 Apr 2005,16,87.33,3561.537
1120,USEP,24 Apr 2005,17,90.14,3691.209
1121,USEP,24 Apr 2005,18,96.84,3790.261
1122,USEP,24 Apr 2005,19,98.23,3862.371
1123,USEP,24 Apr 2005,20,110.91,3918.537
1124,USEP,24 Apr 2005,21,120.24,3984.181
1125,USEP,24 Apr 2005,22,98.75,4019.264
1126,USEP,24 Apr 2005,23,94.63,4025.292
1127,USEP,24 Apr 2005,24,92.74,3948.436
1128,USEP,24 Apr 2005,25,92.15,3885.645
1129,USEP,24 Apr 2005,26,87.56,3896.654
1130,USEP,24 Apr 2005,27,91.75,4030.248
1131,USEP,24 Apr 2005,28,91.99,4047.305
1132,USEP,24 Apr 2005,29,94.67,4025.362
1133,USEP,24 Apr 2005,30,94.65,4008.767
1134,USEP,24 Apr 2005,31,94.37,4009.935
1135,USEP,24 Apr 2005,32,92.75,3999.205
1136,USEP,24 Apr 2005,33,84.86,3963.162
1137,USEP,24 Apr 2005,34,85.76,3926.827
1138,USEP,24 Apr 2005,35,85.77,3897.116
1139,USEP,24 Apr 2005,36,84.75,3836.199
1140,USEP,24 Apr 2005,37,84.79,3841.636
1141,USEP,24 Apr 2005,38,87.79,4031.942
1142,USEP,24 Apr 2005,39,92.58,4143.007
1143,USEP,24 Apr 2005,40,94.7,4143.459
1144,USEP,24 Apr 2005,41,90.86,4186.226
1145,USEP,24 Apr 2005,42,90.24,4203.049
1146,USEP,24 Apr 2005,43,85.62,4198.636
1147,USEP,24 Apr 2005,44,85.8,4164.274
1148,USEP,24 Apr 2005,45,85.85,4104.668
1149,USEP,24 Apr 2005,46,86.75,4050.883
1150,USEP,24 Apr 2005,47,92.15,3976.01
1151,USEP,24 Apr 2005,48,94.63,3849.439
1152,USEP,25 Apr 2005,1,90.5,3710.055
1153,USEP,25 Apr 2005,2,87.16,3645.634
1154,USEP,25 Apr 2005,3,87.16,3662.085
1155,USEP,25 Apr 2005,4,91.28,3599.915
1156,USEP,25 Apr 2005,5,90.93,3569.091
1157,USEP,25 Apr 2005,6,89.84,3534.714
1158,USEP,25 Apr 2005,7,87.16,3496.161
1159,USEP,25 Apr 2005,8,85.83,3463.623
1160,USEP,25 Apr 2005,9,85.83,3452.903
1161,USEP,25 Apr 2005,10,87.16,3467.693
1162,USEP,25 Apr 2005,11,88.82,3518.183
1163,USEP,25 Apr 2005,12,91.28,3604.224
1164,USEP,25 Apr 2005,13,100.55,3679.276
1165,USEP,25 Apr 2005,14,106.25,3737.733
1166,USEP,25 Apr 2005,15,83.02,3863.444
1167,USEP,25 Apr 2005,16,88.74,4141.69
1168,USEP,25 Apr 2005,17,271.53,4492.303
1169,USEP,25 Apr 2005,18,286.12,4803.927
1170,USEP,25 Apr 2005,19,278.08,4904.789
1171,USEP,25 Apr 2005,20,96.1,4941.388
1172,USEP,25 Apr 2005,21,103.99,5009.188
1173,USEP,25 Apr 2005,22,266.47,5041.334
1174,USEP,25 Apr 2005,23,261.85,5038.611
1175,USEP,25 Apr 2005,24,94.36,5009.487
1176,USEP,25 Apr 2005,25,90.95,4981.307
1177,USEP,25 Apr 2005,26,88.89,4981.749
1178,USEP,25 Apr 2005,27,88.91,5028.75
1179,USEP,25 Apr 2005,28,88.91,5052.303
1180,USEP,25 Apr 2005,29,87.98,5074.146
1181,USEP,25 Apr 2005,30,87.98,5067.372
1182,USEP,25 Apr 2005,31,87.97,5070.141
1183,USEP,25 Apr 2005,32,88.77,5110.0
1184,USEP,25 Apr 2005,33,88.74,5104.419
1185,USEP,25 Apr 2005,34,87.99,5067.521
1186,USEP,25 Apr 2005,35,86.92,4977.5
1187,USEP,25 Apr 2005,36,86.96,4845.064
1188,USEP,25 Apr 2005,37,85.63,4736.062
1189,USEP,25 Apr 2005,38,85.8,4762.14
1190,USEP,25 Apr 2005,39,87.25,4755.823
1191,USEP,25 Apr 2005,40,89.04,4699.364
1192,USEP,25 Apr 2005,41,93.15,4642.919
1193,USEP,25 Apr 2005,42,92.81,4593.443
1194,USEP,25 Apr 2005,43,94.02,4536.656
1195,USEP,25 Apr 2005,44,94.17,4447.906
1196,USEP,25 Apr 2005,45,92.97,4352.979
1197,USEP,25 Apr 2005,46,92.94,4250.508
1198,USEP,25 Apr 2005,47,92.95,4163.17
1199,USEP,25 Apr 2005,48,86.73,4074.471
1200,USEP,26 Apr 2005,1,88.86,4022.648
1201,USEP,26 Apr 2005,2,106.92,3946.702
1202,USEP,26 Apr 2005,3,120.85,3864.274
1203,USEP,26 Apr 2005,4,120.75,3822.705
1204,USEP,26 Apr 2005,5,106.79,3751.749
1205,USEP,26 Apr 2005,6,100.86,3705.354
1206,USEP,26 Apr 2005,7,100.37,3667.119
1207,USEP,26 Apr 2005,8,95.97,3637.896
1208,USEP,26 Apr 2005,9,96.0,3645.51
1209,USEP,26 Apr 2005,10,100.36,3668.297
1210,USEP,26 Apr 2005,11,100.37,3710.821
1211,USEP,26 Apr 2005,12,100.87,3803.804
1212,USEP,26 Apr 2005,13,101.04,3907.021
1213,USEP,26 Apr 2005,14,96.1,3949.878
1214,USEP,26 Apr 2005,15,84.75,4030.382
1215,USEP,26 Apr 2005,16,84.8,4277.878
1216,USEP,26 Apr 2005,17,88.67,4570.844
1217,USEP,26 Apr 2005,18,85.81,4783.411
1218,USEP,26 Apr 2005,19,89.44,4953.182
1219,USEP,26 Apr 2005,20,89.91,5003.672
1220,USEP,26 Apr 2005,21,89.96,5035.291
1221,USEP,26 Apr 2005,22,95.75,5097.973
1222,USEP,26 Apr 2005,23,103.1,5133.1
1223,USEP,26 Apr 2005,24,93.3,5108.265
1224,USEP,26 Apr 2005,25,93.29,5068.312
1225,USEP,26 Apr 2005,26,93.31,5095.09
1226,USEP,26 Apr 2005,27,95.87,5112.604
1227,USEP,26 Apr 2005,28,296.92,5169.093
1228,USEP,26 Apr 2005,29,186.33,5182.194
1229,USEP,26 Apr 2005,30,297.68,5160.237
1230,USEP,26 Apr 2005,31,278.33,5159.884
1231,USEP,26 Apr 2005,32,269.04,5166.603
1232,USEP,26 Apr 2005,33,275.58,5176.489
1233,USEP,26 Apr 2005,34,262.44,5151.683
1234,USEP,26 Apr 2005,35,93.29,5066.627
1235,USEP,26 Apr 2005,36,89.5,4911.876
1236,USEP,26 Apr 2005,37,89.36,4804.335
1237,USEP,26 Apr 2005,38,92.0,4791.721
1238,USEP,26 Apr 2005,39,94.57,4806.636
1239,USEP,26 Apr 2005,40,93.02,4761.414
1240,USEP,26 Apr 2005,41,308.49,4793.123
1241,USEP,26 Apr 2005,42,290.57,4733.001
1242,USEP,26 Apr 2005,43,96.85,4644.39
1243,USEP,26 Apr 2005,44,96.15,4554.16
1244,USEP,26 Apr 2005,45,94.06,4470.421
1245,USEP,26 Apr 2005,46,92.86,4379.902
1246,USEP,26 Apr 2005,47,92.22,4285.104
1247,USEP,26 Apr 2005,48,89.87,4127.401
1248,USEP,27 Apr 2005,1,86.53,3965.225
1249,USEP,27 Apr 2005,2,96.03,3892.767
1250,USEP,27 Apr 2005,3,109.26,3954.848
1251,USEP,27 Apr 2005,4,108.16,3870.616
1252,USEP,27 Apr 2005,5,106.93,3833.068
1253,USEP,27 Apr 2005,6,103.06,3791.449
1254,USEP,27 Apr 2005,7,101.61,3750.302
1255,USEP,27 Apr 2005,8,98.96,3715.9
1256,USEP,27 Apr 2005,9,98.95,3716.149
1257,USEP,27 Apr 2005,10,101.59,3753.742
1258,USEP,27 Apr 2005,11,103.04,3781.554
1259,USEP,27 Apr 2005,12,103.06,3831.07
1260,USEP,27 Apr 2005,13,103.07,3889.756
1261,USEP,27 Apr 2005,14,101.55,3933.541
1262,USEP,27 Apr 2005,15,85.05,4063.661
1263,USEP,27 Apr 2005,16,90.68,4340.142
1264,USEP,27 Apr 2005,17,92.87,4630.171
1265,USEP,27 Apr 2005,18,90.41,4831.093
1266,USEP,27 Apr 2005,19,93.19,4944.042
1267,USEP,27 Apr 2005,20,95.7,5030.048
1268,USEP,27 Apr 2005,21,95.91,5085.702
1269,USEP,27 Apr 2005,22,105.87,5159.586
1270,USEP,27 Apr 2005,23,98.69,5180.972
1271,USEP,27 Apr 2005,24,95.89,5137.28
1272,USEP,27 Apr 2005,25,94.43,5094.2
1273,USEP,27 Apr 2005,26,94.33,5118.514
1274,USEP,27 Apr 2005,27,94.36,5163.383
1275,USEP,27 Apr 2005,28,95.99,5206.716
1276,USEP,27 Apr 2005,29,95.99,5230.279
1277,USEP,27 Apr 2005,30,92.96,5222.585
1278,USEP,27 Apr 2005,31,92.96,5218.371
1279,USEP,27 Apr 2005,32,92.94,5192.124
1280,USEP,27 Apr 2005,33,92.97,5151.793
1281,USEP,27 Apr 2005,34,93.69,5107.535
1282,USEP,27 Apr 2005,35,92.98,5046.031
1283,USEP,27 Apr 2005,36,88.76,4883.572
1284,USEP,27 Apr 2005,37,85.96,4769.59
1285,USEP,27 Apr 2005,38,86.29,4784.117
1286,USEP,27 Apr 2005,39,88.4,4815.99
1287,USEP,27 Apr 2005,40,85.97,4768.675
1288,USEP,27 Apr 2005,41,88.79,4728.533
1289,USEP,27 Apr 2005,42,92.82,4688.435
1290,USEP,27 Apr 2005,43,96.85,4629.853
1291,USEP,27 Apr 2005,44,99.07,4548.504
1292,USEP,27 Apr 2005,45,96.05,4457.668
1293,USEP,27 Apr 2005,46,88.37,4368.143
1294,USEP,27 Apr 2005,47,88.36,4260.766
1295,USEP,27 Apr 2005,48,92.88,4119.38
1296,USEP,28 Apr 2005,1,92.56,4056.971
1297,USEP,28 Apr 2005,2,115.44,3968.376
1298,USEP,28 Apr 2005,3,121.16,4010.79
1299,USEP,28 Apr 2005,4,115.43,3926.553
1300,USEP,28 Apr 2005,5,102.08,3849.578
1301,USEP,28 Apr 2005,6,99.06,3802.701
1302,USEP,28 Apr 2005,7,92.92,3761.361
1303,USEP,28 Apr 2005,8,92.78,3735.228
1304,USEP,28 Apr 2005,9,91.96,3724.369
1305,USEP,28 Apr 2005,10,92.78,3736.535
1306,USEP,28 Apr 2005,11,93.94,3775.088
1307,USEP,28 Apr 2005,12,102.06,3855.979
1308,USEP,28 Apr 2005,13,101.1,3890.62
1309,USEP,28 Apr 2005,14,96.87,3944.977
1310,USEP,28 Apr 2005,15,84.83,4116.353
1311,USEP,28 Apr 2005,16,86.86,4387.6
1312,USEP,28 Apr 2005,17,92.01,4680.264
1313,USEP,28 Apr 2005,18,87.92,4883.517
1314,USEP,28 Apr 2005,19,87.92,4976.396
1315,USEP,28 Apr 2005,20,88.42,5002.613
1316,USEP,28 Apr 2005,21,88.71,5047.428
1317,USEP,28 Apr 2005,22,91.99,5101.859
1318,USEP,28 Apr 2005,23,88.69,5106.312
1319,USEP,28 Apr 2005,24,90.95,5042.085
1320,USEP,28 Apr 2005,25,84.81,4979.408
1321,USEP,28 Apr 2005,26,84.82,4994.631
1322,USEP,28 Apr 2005,27,86.91,5077.024
1323,USEP,28 Apr 2005,28,88.69,5127.723
1324,USEP,28 Apr 2005,29,89.97,5159.655
1325,USEP,28 Apr 2005,30,90.98,5148.363
1326,USEP,28 Apr 2005,31,91.99,5153.304
1327,USEP,28 Apr 2005,32,91.98,5158.87
1328,USEP,28 Apr 2005,33,91.99,5156.146
1329,USEP,28 Apr 2005,34,91.96,5118.28
1330,USEP,28 Apr 2005,35,88.95,5031.096
1331,USEP,28 Apr 2005,36,92.91,4883.93
1332,USEP,28 Apr 2005,37,90.99,4769.669
1333,USEP,28 Apr 2005,38,89.98,4781.413
1334,USEP,28 Apr 2005,39,90.94,4791.671
1335,USEP,28 Apr 2005,40,89.96,4755.092
1336,USEP,28 Apr 2005,41,92.82,4711.207
1337,USEP,28 Apr 2005,42,91.01,4668.013
1338,USEP,28 Apr 2005,43,92.07,4616.385
1339,USEP,28 Apr 2005,44,92.8,4528.083
1340,USEP,28 Apr 2005,45,92.01,4445.372
1341,USEP,28 Apr 2005,46,89.95,4356.011
1342,USEP,28 Apr 2005,47,91.95,4259.867
1343,USEP,28 Apr 2005,48,93.95,4122.312
1344,USEP,29 Apr 2005,1,135.96,4078.163
1345,USEP,29 Apr 2005,2,133.3,4012.107
1346,USEP,29 Apr 2005,3,121.28,3992.764
1347,USEP,29 Apr 2005,4,120.45,3891.142
1348,USEP,29 Apr 2005,5,98.99,3788.87
1349,USEP,29 Apr 2005,6,95.34,3763.617
1350,USEP,29 Apr 2005,7,94.93,3732.554
1351,USEP,29 Apr 2005,8,93.93,3708.917
1352,USEP,29 Apr 2005,9,93.96,3703.296
1353,USEP,29 Apr 2005,10,93.94,3711.313
1354,USEP,29 Apr 2005,11,94.97,3741.585
1355,USEP,29 Apr 2005,12,106.89,3827.094
1356,USEP,29 Apr 2005,13,106.97,3918.8
1357,USEP,29 Apr 2005,14,106.97,3980.379
1358,USEP,29 Apr 2005,15,86.7,4082.984
1359,USEP,29 Apr 2005,16,91.89,4345.45
1360,USEP,29 Apr 2005,17,96.0,4647.293
1361,USEP,29 Apr 2005,18,319.97,4874.089
1362,USEP,29 Apr 2005,19,688.44,4978.618
1363,USEP,29 Apr 2005,20,295.39,5052.532
1364,USEP,29 Apr 2005,21,687.4,5130.934
1365,USEP,29 Apr 2005,22,134.8,5172.12
1366,USEP,29 Apr 2005,23,129.38,5162.627
1367,USEP,29 Apr 2005,24,93.98,5119.239
1368,USEP,29 Apr 2005,25,90.94,5089.593
1369,USEP,29 Apr 2005,26,90.99,5101.128
1370,USEP,29 Apr 2005,27,91.98,5146.38
1371,USEP,29 Apr 2005,28,92.96,5183.675
1372,USEP,29 Apr 2005,29,94.01,5201.801
1373,USEP,29 Apr 2005,30,93.96,5198.009
1374,USEP,29 Apr 2005,31,98.05,5195.658
1375,USEP,29 Apr 2005,32,94.02,5204.842
1376,USEP,29 Apr 2005,33,92.97,5175.897
1377,USEP,29 Apr 2005,34,94.0,5102.242
1378,USEP,29 Apr 2005,35,91.97,4975.949
1379,USEP,29 Apr 2005,36,89.06,4825.12
1380,USEP,29 Apr 2005,37,85.47,4741.196
1381,USEP,29 Apr 2005,38,85.67,4745.664
1382,USEP,29 Apr 2005,39,85.68,4751.022
1383,USEP,29 Apr 2005,40,88.73,4721.739
1384,USEP,29 Apr 2005,41,94.12,4680.507
1385,USEP,29 Apr 2005,42,94.97,4633.118
1386,USEP,29 Apr 2005,43,94.06,4553.126
1387,USEP,29 Apr 2005,44,92.78,4481.593
1388,USEP,29 Apr 2005,45,92.02,4420.502
1389,USEP,29 Apr 2005,46,92.77,4350.534
1390,USEP,29 Apr 2005,47,93.95,4258.664
1391,USEP,29 Apr 2005,48,90.91,4157.489
1392,USEP,30 Apr 2005,1,120.28,4076.111
1393,USEP,30 Apr 2005,2,120.43,4088.496
1394,USEP,30 Apr 2005,3,106.98,4018.474
1395,USEP,30 Apr 2005,4,103.2,3934.789
1396,USEP,30 Apr 2005,5,102.01,3836.224
1397,USEP,30 Apr 2005,6,100.06,3799.366
1398,USEP,30 Apr 2005,7,97.98,3763.408
1399,USEP,30 Apr 2005,8,95.92,3724.284
1400,USEP,30 Apr 2005,9,95.89,3710.373
1401,USEP,30 Apr 2005,10,120.44,3706.78
1402,USEP,30 Apr 2005,11,120.46,3718.171
1403,USEP,30 Apr 2005,12,121.01,3744.13
1404,USEP,30 Apr 2005,13,106.94,3773.751
1405,USEP,30 Apr 2005,14,98.07,3792.761
1406,USEP,30 Apr 2005,15,93.49,3846.457
1407,USEP,30 Apr 2005,16,102.1,4036.664
1408,USEP,30 Apr 2005,17,99.92,4233.709
1409,USEP,30 Apr 2005,18,132.77,4379.957
1410,USEP,30 Apr 2005,19,152.1,4465.336
1411,USEP,30 Apr 2005,20,298.9,4519.619
1412,USEP,30 Apr 2005,21,762.38,4590.65
1413,USEP,30 Apr 2005,22,753.1,4648.948
1414,USEP,30 Apr 2005,23,607.26,4654.166
1415,USEP,30 Apr 2005,24,287.06,4610.331
1416,USEP,30 Apr 2005,25,177.84,4553.017
1417,USEP,30 Apr 2005,26,158.65,4498.263
1418,USEP,30 Apr 2005,27,138.16,4448.413
1419,USEP,30 Apr 2005,28,106.28,4420.855
1420,USEP,30 Apr 2005,29,105.61,4398.952
1421,USEP,30 Apr 2005,30,102.27,4377.71
1422,USEP,30 Apr 2005,31,102.19,4363.6
1423,USEP,30 Apr 2005,32,100.74,4337.095
1424,USEP,30 Apr 2005,33,100.16,4320.998
1425,USEP,30 Apr 2005,34,98.33,4246.527
1426,USEP,30 Apr 2005,35,98.06,4194.72
1427,USEP,30 Apr 2005,36,95.96,4130.811
1428,USEP,30 Apr 2005,37,95.97,4131.805
1429,USEP,30 Apr 2005,38,98.09,4221.766
1430,USEP,30 Apr 2005,39,100.12,4300.993
1431,USEP,30 Apr 2005,40,100.16,4304.582
1432,USEP,30 Apr 2005,41,100.2,4301.624
1433,USEP,30 Apr 2005,42,100.2,4300.367
1434,USEP,30 Apr 2005,43,100.16,4282.619
1435,USEP,30 Apr 2005,44,107.22,4233.401
