const_type,description,year_start,year_end,type_mass,type_leak,type_win,type_roof,type_part,type_wall,type_floor,type_base,type_shade,Es,Hs,occupied_bg,Ns,wwr_north,wwr_south,wwr_east,wwr_west,hvac_type_hs,hvac_type_cs,hvac_type_dhw,hvac_type_ctrl,hvac_type_vent,hvac_heat_starts,hvac_heat_ends,hvac_cool_starts,hvac_cool_ends,supply_type_hs,supply_type_dhw,supply_type_cs,supply_type_el
HR_F,TABULA High rise 1969 - 1978,1969,1978,CONSTRUCTION_TAB,TIGHTNESS_MED,WINDOW_HR_F,ROOF_HR_F,WALL_AS7,WALL_HR_F,FLOOR_HR_F,FLOOR_HR_F,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS1,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS15,SUPPLY_HOTWATER_AS15,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
SFH_A_NR,TABULA Single family house … 1859 Normal Refurbishment,1000,1859,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_SFH_A_NR,ROOF_SFH_A_NR,WALL_AS7,WALL_SFH_A_NR,FLOOR_SFH_A_NR,FLOOR_SFH_A_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS18,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
SFH_B_NR,TABULA Single family house 1860 - 1918 Normal Refurbishment,1860,1918,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_SFH_B_NR,ROOF_SFH_B_NR,WALL_AS7,WALL_SFH_B_NR,FLOOR_SFH_B_NR,FLOOR_SFH_B_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS18,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
SFH_C_NR,TABULA Single family house 1919 - 1948 Normal Refurbishment,1919,1948,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_SFH_C_NR,ROOF_SFH_C_NR,WALL_AS7,WALL_SFH_C_NR,FLOOR_SFH_C_NR,FLOOR_SFH_C_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS18,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
SFH_D_NR,TABULA Single family house 1949 - 1957 Normal Refurbishment,1949,1957,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_SFH_D_NR,ROOF_SFH_D_NR,WALL_AS7,WALL_SFH_D_NR,FLOOR_SFH_D_NR,FLOOR_SFH_D_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS18,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
SFH_E_NR,TABULA Single family house 1958 - 1968 Normal Refurbishment,1958,1968,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_SFH_E_NR,ROOF_SFH_E_NR,WALL_AS7,WALL_SFH_E_NR,FLOOR_SFH_E_NR,FLOOR_SFH_E_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS18,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
SFH_F_NR,TABULA Single family house 1969 - 1978 Normal Refurbishment,1969,1978,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_SFH_F_NR,ROOF_SFH_F_NR,WALL_AS7,WALL_SFH_F_NR,FLOOR_SFH_F_NR,FLOOR_SFH_F_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS18,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
SFH_G_NR,TABULA Single family house 1979 - 1983 Normal Refurbishment,1979,1983,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_SFH_G_NR,ROOF_SFH_G_NR,WALL_AS7,WALL_SFH_G_NR,FLOOR_SFH_G_NR,FLOOR_SFH_G_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS18,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
SFH_H_NR,TABULA Single family house 1984 - 1994 Normal Refurbishment,1984,1994,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_SFH_H_NR,ROOF_SFH_H_NR,WALL_AS7,WALL_SFH_H_NR,FLOOR_SFH_H_NR,FLOOR_SFH_H_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS18,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
SFH_I_NR,TABULA Single family house 1995 - 2001 Normal Refurbishment,1995,2001,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_SFH_I_NR,ROOF_SFH_I_NR,WALL_AS7,WALL_SFH_I_NR,FLOOR_SFH_I_NR,FLOOR_SFH_I_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS36,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
SFH_J_NR,TABULA Single family house 2002 - 2009 Normal Refurbishment,2002,2009,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_SFH_J_NR,ROOF_SFH_J_NR,WALL_AS7,WALL_SFH_J_NR,FLOOR_SFH_J_NR,FLOOR_SFH_J_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS36,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
SFH_K_NR,TABULA Single family house 2010 - 2015 Normal Refurbishment,2010,2015,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_SFH_K_NR,ROOF_SFH_K_NR,WALL_AS7,WALL_SFH_K_NR,FLOOR_SFH_K_NR,FLOOR_SFH_K_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS36,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
SFH_L_NR,TABULA Single family house 2016 … Normal Refurbishment,2016,2030,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_SFH_L_NR,ROOF_SFH_L_NR,WALL_AS7,WALL_SFH_L_NR,FLOOR_SFH_L_NR,FLOOR_SFH_L_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS36,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
MFH_A_NR,TABULA Multi family house … 1859 Normal Refurbishment,1000,1859,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_MFH_A_NR,ROOF_MFH_A_NR,WALL_AS7,WALL_MFH_A_NR,FLOOR_MFH_A_NR,FLOOR_MFH_A_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS18,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
MFH_B_NR,TABULA Multi family house 1860 - 1918 Normal Refurbishment,1860,1918,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_MFH_B_NR,ROOF_MFH_B_NR,WALL_AS7,WALL_MFH_B_NR,FLOOR_MFH_B_NR,FLOOR_MFH_B_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS18,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
MFH_C_NR,TABULA Multi family house 1919 - 1948 Normal Refurbishment,1919,1948,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_MFH_C_NR,ROOF_MFH_C_NR,WALL_AS7,WALL_MFH_C_NR,FLOOR_MFH_C_NR,FLOOR_MFH_C_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS18,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
MFH_D_NR,TABULA Multi family house 1949 - 1957 Normal Refurbishment,1949,1957,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_MFH_D_NR,ROOF_MFH_D_NR,WALL_AS7,WALL_MFH_D_NR,FLOOR_MFH_D_NR,FLOOR_MFH_D_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS18,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
MFH_E_NR,TABULA Multi family house 1958 - 1968 Normal Refurbishment,1958,1968,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_MFH_E_NR,ROOF_MFH_E_NR,WALL_AS7,WALL_MFH_E_NR,FLOOR_MFH_E_NR,FLOOR_MFH_E_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS18,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
MFH_F_NR,TABULA Multi family house 1969 - 1978 Normal Refurbishment,1969,1978,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_MFH_F_NR,ROOF_MFH_F_NR,WALL_AS7,WALL_MFH_F_NR,FLOOR_MFH_F_NR,FLOOR_MFH_F_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS18,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
MFH_G_NR,TABULA Multi family house 1979 - 1983 Normal Refurbishment,1979,1983,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_MFH_G_NR,ROOF_MFH_G_NR,WALL_AS7,WALL_MFH_G_NR,FLOOR_MFH_G_NR,FLOOR_MFH_G_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS18,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
MFH_H_NR,TABULA Multi family house 1984 - 1994 Normal Refurbishment,1984,1994,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_MFH_H_NR,ROOF_MFH_H_NR,WALL_AS7,WALL_MFH_H_NR,FLOOR_MFH_H_NR,FLOOR_MFH_H_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS18,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
MFH_I_NR,TABULA Multi family house 1995 - 2001 Normal Refurbishment,1995,2001,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_MFH_I_NR,ROOF_MFH_I_NR,WALL_AS7,WALL_MFH_I_NR,FLOOR_MFH_I_NR,FLOOR_MFH_I_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS18,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
MFH_J_NR,TABULA Multi family house 2002 - 2009 Normal Refurbishment,2002,2009,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_MFH_J_NR,ROOF_MFH_J_NR,WALL_AS7,WALL_MFH_J_NR,FLOOR_MFH_J_NR,FLOOR_MFH_J_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS18,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
MFH_K_NR,TABULA Multi family house 2010 - 2015 Normal Refurbishment,2010,2015,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_MFH_K_NR,ROOF_MFH_K_NR,WALL_AS7,WALL_MFH_K_NR,FLOOR_MFH_K_NR,FLOOR_MFH_K_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS18,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
MFH_L_NR,TABULA Multi family house 2016 … Normal Refurbishment,2016,2030,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_MFH_L_NR,ROOF_MFH_L_NR,WALL_AS7,WALL_MFH_L_NR,FLOOR_MFH_L_NR,FLOOR_MFH_L_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS36,SUPPLY_HOTWATER_AS36,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
TH_B_NR,TABULA Terraced house 1860 - 1918 Normal Refurbishment,1860,1918,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_TH_B_NR,ROOF_TH_B_NR,WALL_AS7,WALL_TH_B_NR,FLOOR_TH_B_NR,FLOOR_TH_B_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS18,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
TH_C_NR,TABULA Terraced house 1919 - 1948 Normal Refurbishment,1919,1948,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_TH_C_NR,ROOF_TH_C_NR,WALL_AS7,WALL_TH_C_NR,FLOOR_TH_C_NR,FLOOR_TH_C_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS18,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
TH_D_NR,TABULA Terraced house 1949 - 1957 Normal Refurbishment,1949,1957,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_TH_D_NR,ROOF_TH_D_NR,WALL_AS7,WALL_TH_D_NR,FLOOR_TH_D_NR,FLOOR_TH_D_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS18,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
TH_E_NR,TABULA Terraced house 1958 - 1968 Normal Refurbishment,1958,1968,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_TH_E_NR,ROOF_TH_E_NR,WALL_AS7,WALL_TH_E_NR,FLOOR_TH_E_NR,FLOOR_TH_E_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS18,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
TH_F_NR,TABULA Terraced house 1969 - 1978 Normal Refurbishment,1969,1978,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_TH_F_NR,ROOF_TH_F_NR,WALL_AS7,WALL_TH_F_NR,FLOOR_TH_F_NR,FLOOR_TH_F_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS18,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
TH_G_NR,TABULA Terraced house 1979 - 1983 Normal Refurbishment,1979,1983,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_TH_G_NR,ROOF_TH_G_NR,WALL_AS7,WALL_TH_G_NR,FLOOR_TH_G_NR,FLOOR_TH_G_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS18,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
TH_H_NR,TABULA Terraced house 1984 - 1994 Normal Refurbishment,1984,1994,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_TH_H_NR,ROOF_TH_H_NR,WALL_AS7,WALL_TH_H_NR,FLOOR_TH_H_NR,FLOOR_TH_H_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS18,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
TH_I_NR,TABULA Terraced house 1995 - 2001 Normal Refurbishment,1995,2001,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_TH_I_NR,ROOF_TH_I_NR,WALL_AS7,WALL_TH_I_NR,FLOOR_TH_I_NR,FLOOR_TH_I_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS36,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
TH_J_NR,TABULA Terraced house 2002 - 2009 Normal Refurbishment,2002,2009,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_TH_J_NR,ROOF_TH_J_NR,WALL_AS7,WALL_TH_J_NR,FLOOR_TH_J_NR,FLOOR_TH_J_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS36,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
TH_K_NR,TABULA Terraced house 2010 - 2015 Normal Refurbishment,2010,2015,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_TH_K_NR,ROOF_TH_K_NR,WALL_AS7,WALL_TH_K_NR,FLOOR_TH_K_NR,FLOOR_TH_K_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS36,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
TH_L_NR,TABULA Terraced house 2016 … Normal Refurbishment,2016,2030,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_TH_L_NR,ROOF_TH_L_NR,WALL_AS7,WALL_TH_L_NR,FLOOR_TH_L_NR,FLOOR_TH_L_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS36,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
AB_B_NR,TABULA Apartment block 1860 - 1918 Normal Refurbishment,1860,1918,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_AB_B_NR,ROOF_AB_B_NR,WALL_AS7,WALL_AB_B_NR,FLOOR_AB_B_NR,FLOOR_AB_B_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS18,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
AB_C_NR,TABULA Apartment block 1919 - 1948 Normal Refurbishment,1919,1948,CONSTRUCTION_TAB,TIGHTNESS_LOW,WINDOW_AB_C_NR,ROOF_AB_C_NR,WALL_AS7,WALL_AB_C_NR,FLOOR_AB_C_NR,FLOOR_AB_C_NR,SHADING_DE1,0.85,0.85,FALSE,0.85,0.07869,0.225233,0.187066,0.187066,HVAC_HEATING_AS2,HVAC_COOLING_AS0,HVAC_HOTWATER_AS1,HVAC_CONTROLLER_AS1,HVAC_VENTILATION_AS0,01|09,31|08,00|00,00|00,SUPPLY_HEATING_AS18,SUPPLY_HOTWATER_AS18,SUPPLY_COOLING_AS0,SUPPLY_ELECTRICITY_AS1
